0x7100ce61e0,"IsCheckZoom"
0x7100d094f2,"Collision2m"
0x7100d094fe,"EndDepth"
0x7100d09507,"ActivateDistance"
0x7100d09518,"UserMove"
0x7100d09523,"MaterialCode"
0x7100d09530,"Min=50.0f, Max=98.0f"
0x7100d09545,"AtmosScatterType"
0x7100d09556,"大気散乱の毎フレーム更新キューブマップを使うかどうか"
0x7100d095a5,"３Ｄ（ディファード遠景）"
0x7100d095ca,"uFar"
0x7100d095cf,"uInvRange"
0x7100d095d9,"DRCアシスト同期グループ"
0x7100d095fb,"Draw"
0x7100d09600,"地形[浮遊]"
0x7100d0960f,"シャドウマスク[アイテム]"
0x7100d09633,"アクター描画[フォワード]"
0x7100d09657,"ActorCalcAnim"
0x7100d09665,"IsIgnoreHideModel"
0x7100d09677,"IsEnableDefaultParam"
0x7100d0968c,"%sNormal"
0x7100d09695,"LightDistDamp"
0x7100d096a3,"REQ_PREPARE"
0x7100d096af,"BindableBubbleOutScreen"
0x7100d096c7,"BindableRouteDokan"
0x7100d096da,"Pose"
0x7100d096df,"Updater"
0x7100d096e7,"ActorParamSight"
0x7100d096f7,"InitSubActor"
0x7100d09704,"HeapSizeDefine"
0x7100d09713,"Min=0,Max=1"
0x7100d0971f,"モデルライトスケール"
0x7100d0973e,"God Ray Half Tex"
0x7100d0974f,"カメラインダイレクト２スクロール速度"
0x7100d09786,"Min=0, Max=1, IsEnable=False"
0x7100d097a3,"uCameraMask"
0x7100d097af,"回転角度"
0x7100d097bc,"StreakColor3"
0x7100d097c9,"ActionAnim"
0x7100d097d4,"太陽の軌道の傾き（Ｚ軸角度で指定）"
0x7100d09808,"PasDeltaSM3D"
0x7100d09815,"cSkyLight"
0x7100d0981f,"gbuf_albedo_sub"
0x7100d0982f,"gbuf_view_depth"
0x7100d0983f,"オブジェ[カラールート土管]"
0x7100d09866,"Route Dokan 2 Obj"
0x7100d09878,"ワールド[芝生]"
0x7100d0988d,"Do強さ"
0x7100d09896,"PrePassShadowMapSize"
0x7100d098ab,"RepairIrradianceScale"
0x7100d098c1,"Float"
0x7100d098c7,"- %d\n"
0x7100d098cd,"AudioTvOutput"
0x7100d098db,"システムポーズ"
0x7100d098f1,"IsEnableRegionJump"
0x7100d09904,"AnimList"
0x7100d0990d,"Ds2"
0x7100d09911,"Ba8"
0x7100d09915,"Ba12"
0x7100d0991a,"St1"
0x7100d0991e,"alMakeLinearDepth"
0x7100d09930,"MatrixList"
0x7100d0993b,"EmitRotate"
0x7100d09946,"%s.bffnt"
0x7100d0994f,"TextAlign"
0x7100d09959,"RaceTimeDefault"
0x7100d09969,"Eui"
0x7100d0996d,"Cold"
0x7100d09972,"Tremble"
0x7100d0997a,"UserLoadingInfoList"
0x7100d0998e,"SoundData/MeData"
0x7100d0999f,"EarlyGain"
0x7100d099a9,"キノピオ探検隊用カメラ_0.3"
0x7100d099cf,"MaterialInfoList"
0x7100d099e2,"nvnDeviceSetDebugLabel"
0x7100d099f9,"nvnDeviceRegisterFastClearColorui"
0x7100d09a1b,"nvnQueueBuilderSetDevice"
0x7100d09a34,"nvnQueueBuilderGetMemorySize"
0x7100d09a51,"nvnProgramInitialize"
0x7100d09a66,"nvnSamplerPoolRegisterSamplerBuilder"
0x7100d09a8b,"nvnTextureBuilderGetSwizzle"
0x7100d09aa7,"nvnTextureGetZCullStorageSize"
0x7100d09ac5,"nvnSamplerInitialize"
0x7100d09ada,"nvnSamplerGetLodBias"
0x7100d09aef,"nvnColorStateSetLogicOp"
0x7100d09b07,"nvnColorStateGetBlendEnable"
0x7100d09b23,"nvnPolygonStateGetCullFace"
0x7100d09b3e,"nvnVertexAttribStateGetStreamIndex"
0x7100d09b61,"nvnCommandBufferResumeTransformFeedback"
0x7100d09b89,"nvnCommandBufferSetSubpixelPrecisionBias"
0x7100d09bb2,"nvnEventBuilderGetMemoryPool"
0x7100d09bcf,"sysColor1Attr"
0x7100d09bdd,"sysEmitterStaticUniformBlock"
0x7100d09bfa,"sysCustomShaderTexture3DSampler2"
0x7100d09c1b,"sysCustomShaderUniformBlock3"
0x7100d09c38,"Appointed Texture is not found from Resident Resource.\n"
0x7100d09c70,"  direction: %s\n"
0x7100d09c81,"<!ENTITY %s \"%s\">\n"
0x7100d09c94,"OCTYPE"
0x7100d09c9b,"  block_size: %llu\n"
0x7100d09caf,"  heap_type: FrameHeap\n"
0x7100d09cc7,"JPja USen USes USfr USpt EUen EUes EUfr EUde EUit EUpt EUnl EUru KRko CNzh TWzh"
0x7100d09d17,"NVN_DEVICE_INFO_API_MAJOR_VERSION"
0x7100d09d39,"NVN_DEVICE_INFO_QUEUE_COMPUTE_MEMORY_GRANULARITY"
0x7100d09d6a,"#define AGL_VERTEX_SHADER\n#define AGL_VARYING out\nprecision highp float;\nprecision highp int;\n"
0x7100d09dc9,"cTextureFormat_R8_sNorm"
0x7100d09de1,"cTextureFormat_R8_sInt"
0x7100d09df8,"string64"
0x7100d09e01,"Black1D"
0x7100d09e09,"Black3D"
0x7100d09e11,"DarkBlue2D"
0x7100d09e1c,"Save"
0x7100d09e21,"agl_technique_pfx"
0x7100d09e33,"cubemap_gaussian"
0x7100d09e44,"radial_blur_compose"
0x7100d09e58,"shadow_pre_pass"
0x7100d09e68,"cubemap_irradiance"
0x7100d09e7b,"local_reflection_mask"
0x7100d09e91,"sh_volume_clear_single_slice"
0x7100d09eae,"sky_delta_inscatter"
0x7100d09ec2,"star_render"
0x7100d09ece,"cAddParam"
0x7100d09ed8,"cNearFarParam"
0x7100d09ee6,"cComposeColor"
0x7100d09ef4,"cFrameRCP1H"
0x7100d09f00,"cAlphaOut"
0x7100d09f0a,"cHDRDecodePower"
0x7100d09f1a,"PointInfo"
0x7100d09f24,"Counter"
0x7100d09f2c,"cLinearDepthCube"
0x7100d09f3d,"cViewInvMtx[0]"
0x7100d09f4c,"variation name:%s / id:%s x %d ("
0x7100d09f6d,"%2d:%s"
0x7100d09f74,"sharcb"
0x7100d09f7b,"adhoc_fog_color"
0x7100d09f8b,"double"
0x7100d09f92,"色収差有効"
0x7100d09fa2,"ghost_color_1"
0x7100d09fb0,"彩度"
0x7100d09fb7,"True"
0x7100d09fbc,"基準深度オフセット"
0x7100d09fd8,"sample_pair_num"
0x7100d09fe8,"threshhold_balance"
0x7100d09ffb,"enable_depth_clamp"
0x7100d0a00e,"効果を0-1でクランプ"
0x7100d0a02a,"PrevFrameBuffer"
0x7100d0a03a,"Start %d"
0x7100d0a043,"reduce_scale"
0x7100d0a050,"ガウシアンカーネル"
0x7100d0a06c,"MultiFilterBlur"
0x7100d0a07c,"1DL max usage (ControlMemory):%d[byte]"
0x7100d0a0a3,"Icon = SCREEN"
0x7100d0a0b1,"indirect_enable"
0x7100d0a0c1,"Icon=SNAPSHOT"
0x7100d0a0cf,"baglofx"
0x7100d0a0d7,"r8 uI"
0x7100d0a0dd,"r5g6b5 uN"
0x7100d0a0e7,"PresetName"
0x7100d0a0f2,"Rotate%d"
0x7100d0a0fb,"画面端率の具合"
0x7100d0a111,"CIRCLE_YELLOW"
0x7100d0a11f,"mScreenSpaceBlurRepNum"
0x7100d0a136,"動的シャドウ遠距離フェード開始位置"
0x7100d0a16a,"Cascade %d Depth"
0x7100d0a17b,"Cascade Count (Half)"
0x7100d0a190,"Min=0,  Max=4"
0x7100d0a19e,"FrameBufferAlpha"
0x7100d0a1af,"IsCheckAngleH"
0x7100d0a1bd,"エリアオブジェファクトリ"
0x7100d0a1e2,"EdgeDrawArea"
0x7100d0a1ef,"FrameOutCtrlArea"
0x7100d0a200,"RaidonFallTriggeredArea"
0x7100d0a218,"PlayerCeilingCheckOffArea"
0x7100d0a232,"OnlyCheckOnDegree"
0x7100d0a244,"Invincible"
0x7100d0a24f,"TailL2"
0x7100d0a256,"DemoBattleStart2Lv2"
0x7100d0a26a,"BossBirdBlowTarget"
0x7100d0a27d,"BeardL6"
0x7100d0a285,"SwitchStartBreakSignLv1"
0x7100d0a29d,"IsUseMoveLimitMinY"
0x7100d0a2b0,"プロジェクトのカメラ補間状態"
0x7100d0a2db,"LocatorAction"
0x7100d0a2e9,"Season3EndingDemoStage"
0x7100d0a300,"NoCode"
0x7100d0a307,"プレイヤーデモ"
0x7100d0a31d,"通常コース開始デモ"
0x7100d0a339,"GuideMessage"
0x7100d0a346,"PgTouchFreeze"
0x7100d0a354,"RunCoverd"
0x7100d0a35e,"反応[ファイアボール]"
0x7100d0a37c,"KeyMoveOffset"
0x7100d0a38a,"SpawnWaves"
0x7100d0a395,"SwitchAppear"
0x7100d0a3a2,"PressDownBlow"
0x7100d0a3b0,"消滅【ルート土管内】"
0x7100d0a3cf,"IsAlwaysChase"
0x7100d0a3dd,"徘徊"
0x7100d0a3e4,"FallDown"
0x7100d0a3ed,"吹き飛び消滅"
0x7100d0a400,"Message"
0x7100d0a408,"WaitTower"
0x7100d0a412,"軌跡"
0x7100d0a419,"ゴーストプレイヤー記録"
0x7100d0a43b,"[state]プレイヤーに持たれる"
0x7100d0a461,"吹き飛びヒット[ボブスレー]"
0x7100d0a488,"Teren"
0x7100d0a48e,"AttackSearch"
0x7100d0a49b,"Amiiboボタンパーツ"
0x7100d0a4b4,"Icon"
0x7100d0a4b9,"HideStart"
0x7100d0a4c3,"AmiiboHideAndSeekTutorial_2P"
0x7100d0a4e0,"ページ送りボタン"
0x7100d0a4f9,"Select"
0x7100d0a500,"ManeckBonusTwinkle"
0x7100d0a513,"WaitManeck"
0x7100d0a51e,"Cursor"
0x7100d0a525,"ButtonL"
0x7100d0a52d,"TxtFrameC"
0x7100d0a537,"TxtCounterDLCGemBase"
0x7100d0a54c,"Star_Lose"
0x7100d0a556,"CoursePageRSeparate"
0x7100d0a56a,"CourseInfoCompleteDemo"
0x7100d0a581,"Stamp200"
0x7100d0a58a,"PlayTogether"
0x7100d0a597,"1UPGet"
0x7100d0a59e,"Decided"
0x7100d0a5a6,"ZRbuttonPulseFast_P2J"
0x7100d0a5bc,"TouchRotate1P"
0x7100d0a5ca,"GuideMessage_Start_RightJoyCon"
0x7100d0a5e9,"GuideMessage_Cam_cameraGuideP2"
0x7100d0a608,"TxtCourseName"
0x7100d0a616,"SetMode2P"
0x7100d0a620,"Gauge"
0x7100d0a626,"スタッフロールレイアウト管理"
0x7100d0a651,"TxtName"
0x7100d0a659,"PaintDoremiPhase4"
0x7100d0a66b,"TitleLogo"
0x7100d0a675,"PointerVis"
0x7100d0a680,"VRCourseScreenShot"
0x7100d0a693,"Set1P_JoyConDual"
0x7100d0a6a4,"Set2PIconToadette"
0x7100d0a6b6,"セーブ完了ウインドウ"
0x7100d0a6d5,"ToadBrigadeClimbTowerStage"
0x7100d0a6f0,"SwitchStop"
0x7100d0a6fb,"SwitchStartHideSub"
0x7100d0a70e,"BgmSituationNameOff"
0x7100d0a722,"KinopioHouseBingo"
0x7100d0a734,"スーパーこのは"
0x7100d0a74a,"[state]カメレオンマイク反応"
0x7100d0a770,"壊れブロック"
0x7100d0a783,"PopUpFront"
0x7100d0a78e,"PopUpBack"
0x7100d0a798,"通常アイテム"
0x7100d0a7ab,"コインx1[自動取得＆高速出現]"
0x7100d0a7d4,"コインx1[飛び散り10コイン]"
0x7100d0a7f9,"Grass"
0x7100d0a7ff,"SwitchFireOn"
0x7100d0a80c,"DRC回転ステート"
0x7100d0a822,"GotLow"
0x7100d0a829,"GotDokan"
0x7100d0a832,"DokanIn"
0x7100d0a83a,"PgIn"
0x7100d0a83f,"Launch"
0x7100d0a846,"PgHipDropEcho"
0x7100d0a854,"Emitter%d"
0x7100d0a85e,"IsEmitAtCollision"
0x7100d0a870,"CheckPointGet"
0x7100d0a87e,"Panic"
0x7100d0a884,"GoalItemSuperCrown"
0x7100d0a897,"nw4f_root"
0x7100d0a8a1,"ColorBlue"
0x7100d0a8ab,"IsUseFocusCamera"
0x7100d0a8bc,"タッチ時の色"
0x7100d0a8cf,"ClimbSquatEnd"
0x7100d0a8dd,"RouteDokanBazookaLand"
0x7100d0a8f3,"IllustItem"
0x7100d0a8fe,"KinokoSuper"
0x7100d0a90a,"PlayerNpc"
0x7100d0a914,"IsClearAfterDemo"
0x7100d0a925,"DemoStartPosition"
0x7100d0a937,"LadderNormalMiddle2M"
0x7100d0a94c,"SwitchValidate"
0x7100d0a95b,"LadderClimbDownDash"
0x7100d0a96f,"LadderClimbDown"
0x7100d0a97f,"Seed3"
0x7100d0a985,"RigtBack"
0x7100d0a98e,"PgLittleHitBefore"
0x7100d0a9a0,"PgLittleHit"
0x7100d0a9ac,"ドレミ床：子供"
0x7100d0a9c2,"ColorAnim"
0x7100d0a9cc,"DokanStraight4M"
0x7100d0a9dc,"Subjective"
0x7100d0a9e7,"SupportFreezeSyncGroup"
0x7100d0a9fe,"OutputSwitchOn"
0x7100d0aa0d,"ヒットストップ"
0x7100d0aa23,"TemporaryStop"
0x7100d0aa31,"Enable"
0x7100d0aa38,"BubbleJump"
0x7100d0aa43,"協力踏みスイッチリスト"
0x7100d0aa65,"TreeConifer"
0x7100d0aa71,"TreeTrace"
0x7100d0aa7b,"RollingAttack"
0x7100d0aa89,"Open%d"
0x7100d0aa90,"warble%d"
0x7100d0aa99,"FocusMinHoldTime"
0x7100d0aaaa,"IsStartFocused"
0x7100d0aab9,"WarpCube"
0x7100d0aac2,"IsAppearRise"
0x7100d0aacf,"ItemGetBody"
0x7100d0aadb,"KinopioNpcLeaveMultiLift"
0x7100d0aaf4,"モグラ移動管理"
0x7100d0ab0a,"WallSlideR"
0x7100d0ab15,"TurnAirEnd"
0x7100d0ab20,"PgSinkSand"
0x7100d0ab2b,"WetBody"
0x7100d0ab33,"PgHipDropStart"
0x7100d0ab42,"スーパーダッシュ[着地]"
0x7100d0ab63,"壁当たりヒット"
0x7100d0ab79,"キック地面ヒット[水中]"
0x7100d0ab9a,"顔"
0x7100d0ab9e,"Boomerang"
0x7100d0aba8,"IntervalFrame"
0x7100d0abb6,"JumpBackStart"
0x7100d0abc4,"SePvDamage"
0x7100d0abcf,"Tall"
0x7100d0abd4,"PullOutSnapDistance"
0x7100d0abe8,"RunSignDashButtonHoldFrameFromWait"
0x7100d0ac0b,"TornadoSpinTotterRotateScale"
0x7100d0ac28,"StandSwimHorizontalHighAccel"
0x7100d0ac45,"StandSwimWalkAnimRateMin"
0x7100d0ac5e,"TrampleHipDropGravity"
0x7100d0ac74,"WallHeightLowLimit"
0x7100d0ac87,"StandSwimTramplePower"
0x7100d0ac9d,"SlideFallEndFrame"
0x7100d0acaf,"SkateJumpThreshold"
0x7100d0acc2,"KnockDownVelV"
0x7100d0acd0,"SeFootNoteNormalPitDec"
0x7100d0ace7,"ObjectData/KinopioMiniSilhouette"
0x7100d0ad08,"FootR"
0x7100d0ad0e,"CarryUpStorm"
0x7100d0ad1b,"kinopios"
0x7100d0ad24,"stage_assist"
0x7100d0ad31,"stage_controller_type_p2"
0x7100d0ad4a,"BootScene"
0x7100d0ad54,"Lives"
0x7100d0ad5a,"[state]かくれんぼ用のシーケンス"
0x7100d0ad86,"BonusShuffler"
0x7100d0ad94,"BlockRail"
0x7100d0ad9e,"ConveyerMapParts"
0x7100d0adaf,"PullOutObjRotatable"
0x7100d0adc3,"StageEndEventSeasonHalfDemo"
0x7100d0addf,"スーパーキノコ[真上出現]"
0x7100d0ae03,"コインx50"
0x7100d0ae10,"・ｽV・ｽ[・ｽ・ｽ・ｽ・ｽ・ｽ・ｽ"
0x7100d0ae43,"WipeCircleWhite"
0x7100d0ae53,"ステージ終了ワイプ"
0x7100d0ae6f,"Free2PLifeGet"
0x7100d0ae7d,"VRMenu1"
0x7100d0ae85,"シーケンスメッセージ管理"
0x7100d0aeaa,"EUen"
0x7100d0aeaf,"AudioDataBaseHeap"
0x7100d0aec1,"SeasonVR"
0x7100d0aeca,"OpenPageNum"
0x7100d0aed6,"ShadowMaskHide"
0x7100d0aee5,"RenderInvincible"
0x7100d0aef6,"WoodThick"
0x7100d0af00,"協力ヒップドロップヒット"
0x7100d0af25,"PowerMin"
0x7100d0af2e,"子供スイッチキープエリア"
0x7100d0af53,"IsFixedAngle"
0x7100d0af60,"IsApplyCameraDistance"
0x7100d0af76,"DistanceMin"
0x7100d0af82,"Tickets"
0x7100d0af8a,"%s_%012lld%s"
0x7100d0af97,"dst_alpha"
0x7100d0afa1,"Always"
0x7100d0afa8,"GraphicsStress"
0x7100d0afb7,"QuaterResBufferCompose"
0x7100d0afce,"Quater Depth Target"
0x7100d0afe2,"Functor"
0x7100d0afea,"遠景[ライトバッファ]"
0x7100d0b008,"ルート土管内側[インダイレクト]"
0x7100d0b035,"Archive"
0x7100d0b03d,"IsEnableSpecularColor"
0x7100d0b053,"LightShaderFunc"
0x7100d0b063,"cAlbedo"
0x7100d0b06b,"LPP_LIGHT_TYPE"
0x7100d0b07a,"LightEnv"
0x7100d0b083,"ActionAnimCtrl"
0x7100d0b092,"PlayerFireBall"
0x7100d0b0a1,"HoldObj"
0x7100d0b0a9,"SpecialPurpose"
0x7100d0b0b8,"Factor"
0x7100d0b0bf,"InitPose"
0x7100d0b0c8,"DegreeH"
0x7100d0b0d0,"距離で振動"
0x7100d0b0e0,"PartsInterval"
0x7100d0b0ee,"MoveEnd2"
0x7100d0b0f7,"SceneHeap"
0x7100d0b101,"roughness_preset"
0x7100d0b112,"RenderSky"
0x7100d0b11c,"NFPスレッド(Master)"
0x7100d0b134,"CommonId"
0x7100d0b13d,"depth_start_single"
0x7100d0b150,"is_use_depth_under_one"
0x7100d0b167,"IsEnable"
0x7100d0b170,"マスク半径"
0x7100d0b180,"IsMaskGodRay"
0x7100d0b18d,"ゴッドレイをカメラマスク"
0x7100d0b1b2,"カメラマスクテクスチャのスケール"
0x7100d0b1e3,"インダイレクトのスクロールするフレーム間隔"
0x7100d0b223,"カメラインダイレクト２テクスチャのスケール"
0x7100d0b263,"トゥーン率"
0x7100d0b273,"uComposeWithMask"
0x7100d0b284,"Min=1, Max=4"
0x7100d0b291,"uTextureArray"
0x7100d0b29f,"IS_SRC_TEX_ARRAY"
0x7100d0b2b0,"MtpAnim"
0x7100d0b2b8,"PasIrradianceN"
0x7100d0b2c7,"uSunIntensity"
0x7100d0b2d5,"Half Texture Target(for SSAO)"
0x7100d0b2f3,"cPrePassShadow"
0x7100d0b302,"ModelSpecularEnvMap"
0x7100d0b316,"25:上部リフレクション"
0x7100d0b335,"ModelAdditionalInfo"
0x7100d0b349,"DefaultPreset"
0x7100d0b357,"Strong Obj"
0x7100d0b362,"Route Dokan Obj"
0x7100d0b372,"カメラ１ニアオフセット"
0x7100d0b394,"半径"
0x7100d0b39b,"球の数"
0x7100d0b3a5,"DepthShadowFactorMin"
0x7100d0b3ba,"StageSwitch"
0x7100d0b3c6,"DontStopByChangeBgmArea"
0x7100d0b3de,"ChangeTrack"
0x7100d0b3ea,"Gt8"
0x7100d0b3ee,"コントローラサポートアプレット"
0x7100d0b41c,"IsReccomend"
0x7100d0b428,"[%d]"
0x7100d0b42d,"Min=0,Max=%d"
0x7100d0b43a,"#*"
0x7100d0b43d,"LocalizedData/Common/ProjectData"
0x7100d0b45e,"PictFont"
0x7100d0b467,"InMin"
0x7100d0b46d,"Var"
0x7100d0b471,"Room"
0x7100d0b476,"EARLY_REFLECTION_30MS"
0x7100d0b48c,"キノピオ探検隊用カメラ_0.7"
0x7100d0b4b2,"3D位置"
0x7100d0b4bb,"wave"
0x7100d0b4c0,"g3d"
0x7100d0b4c4,"nvnDeviceFinalizeCommandHandle"
0x7100d0b4e3,"nvnMemoryPoolFlushMappedRange"
0x7100d0b501,"nvnTextureBuilderGetMemoryOffset"
0x7100d0b522,"nvnBlendStateSetDefaults"
0x7100d0b53b,"nvnCommandBufferSetRenderEnableConditional"
0x7100d0b566,"nvnCommandBufferResolveDepthBuffer"
0x7100d0b589,"__CUS_Vec2_2"
0x7100d0b596,"__CUS_IVec2_0"
0x7100d0b5a4,"sysPosAttr"
0x7100d0b5af,"sysLocalDiffAttr"
0x7100d0b5c0,"sysEmtMat2Attr"
0x7100d0b5cf,"sysEmtMat1Buff"
0x7100d0b5de,"sysCustomShaderTextureArraySampler1"
0x7100d0b602,"There is no available Stripe instance.\n"
0x7100d0b62a,"First Fit"
0x7100d0b634,"- name: \"%s\"\n"
0x7100d0b642,"RootHeap"
0x7100d0b64d,"  heap_type: SeparateHeap\n"
0x7100d0b668,"JP, US, EU, KR, CN, TW"
0x7100d0b67f,"far     = 0x%P\n"
0x7100d0b68f,"Modules:\n"
0x7100d0b699,"Num:%d Total:%d[byte] %d[ns]"
0x7100d0b6b6,"NVN_DEVICE_INFO_MAX_UNIFORM_BUFFER_SIZE"
0x7100d0b6de,"NVN_DEVICE_INFO_UNIFORM_BUFFER_UPDATE_ALIGNMENT"
0x7100d0b70e,"NVN_DEVICE_INFO_SUPPORTS_VIEWPORT_SWIZZLE"
0x7100d0b738,"NVN_DEVICE_INFO_QUEUE_COMPUTE_MEMORY_MIN_SIZE"
0x7100d0b766,"NVN_DEVICE_INFO_QUEUE_COMPUTE_MEMORY_DEFAULT_SIZE"
0x7100d0b798,"cTextureFormat_R32_G32_B32_A32_sInt"
0x7100d0b7bc,"cTextureFormat_Depth_32_float_Stencil_8"
0x7100d0b7e4,"curve1"
0x7100d0b7eb,"texture_multi_sample_2x"
0x7100d0b803,"texture_multi_sample_4x"
0x7100d0b81b,"texture_multi_sample_8x"
0x7100d0b833,"reduce_aa"
0x7100d0b83d,"smaac_utility"
0x7100d0b84b,"occluded_effect_lensflare"
0x7100d0b865,"glare_filter_seed"
0x7100d0b877,"cubemap_sh_occlusion"
0x7100d0b88c,"uColorB"
0x7100d0b894,"cCurveA[0]"
0x7100d0b89f,"cTexMipMapDepth"
0x7100d0b8af,"uTextureColor_2"
0x7100d0b8bf,"cLuminanceWeight"
0x7100d0b8d0,"cParam"
0x7100d0b8d7,"imEdgeCounter"
0x7100d0b8e5,"LightView"
0x7100d0b8ef,"cLUT"
0x7100d0b8f4,"ProbeSH"
0x7100d0b8fc,"cScale"
0x7100d0b903,"Skeleton"
0x7100d0b90c,"cSrcDepth"
0x7100d0b916,"VoxelContext"
0x7100d0b923,"cSHTexture"
0x7100d0b92e,"cBaseTexture_Blend"
0x7100d0b941,"File = %%AGL_ROOT%%/tools/temporary/shader_analyze, Verb = open"
0x7100d0b981,"UniformBlock"
0x7100d0b98e,"scatter_fog_near"
0x7100d0b99f,"地平線色の出やすさ"
0x7100d0b9bb,"rayleigh_base_height"
0x7100d0b9d0,"mie_symmetrical_prop_rendering"
0x7100d0b9ef,"sun_color"
0x7100d0b9f9,"cTexDeltaJ"
0x7100d0ba04,"cTexDeltaSM"
0x7100d0ba10,"cSizeTransmittance"
0x7100d0ba23,"cSizeSunZenithAngle"
0x7100d0ba37,"GroupHeader = context %d, Layout = Wrap"
0x7100d0ba5f,"layout( std140 ) uniform %s\r\n{\r\n%s};"
0x7100d0ba84,"ハロ位置"
0x7100d0ba91,"レベル補正"
0x7100d0baa1,"antialias_type"
0x7100d0bab0,"抽出バランス"
0x7100d0bac3,"enable_%s"
0x7100d0bacd,"trim_center"
0x7100d0bad9,"%6d"
0x7100d0badd,"GroupHeader=Save/load debug camera, Dir=X"
0x7100d0bb07,"Layer(Draw)"
0x7100d0bb13,"enable_vignetting_color"
0x7100d0bb2b,"Enable vignette shape"
0x7100d0bb41,"Enable color reverse"
0x7100d0bb56,"VertexScaleY"
0x7100d0bb63,"サンプル点スケールY"
0x7100d0bb80,"r16 uN"
0x7100d0bb87,"rg16 sI"
0x7100d0bb8f,"rgba8 sN"
0x7100d0bb98,"プリセット名"
0x7100d0bbab,"Lens flare"
0x7100d0bbb6,"Position%d"
0x7100d0bbc1,"位置依存回転の勢い"
0x7100d0bbdd,"OcclusionRenderer"
0x7100d0bbef,"Icon=FOLDER_BLUE"
0x7100d0bc00,"env_obj_ref_array"
0x7100d0bc12,"is_useMipLevelBlurReduce"
0x7100d0bc2b,"ミップマップのブラー回数"
0x7100d0bc50,"scft/%s"
0x7100d0bc58,"RegionLanguageType"
0x7100d0bc6b,".bflan"
0x7100d0bc72,"AnimButton"
0x7100d0bc7d,"TraceGaugeControl"
0x7100d0bc8f,"TouchOn2"
0x7100d0bc98,"PlayerCollisionYPlaneArea"
0x7100d0bcb2,"IsInvalidDegree_90"
0x7100d0bcc5,"ActiveWorld0"
0x7100d0bcd2,"MoveStartLv2"
0x7100d0bcdf,"MoveEndLv2"
0x7100d0bcea,"MoveApproachEndLv2"
0x7100d0bcfd,"1UPキノコ"
0x7100d0bd0a,"TailC3"
0x7100d0bd11,"OpeningLv2"
0x7100d0bd1c,"SwitchDrawClipping"
0x7100d0bd2f,"BossBirdPosition"
0x7100d0bd40,"鳥ボス風吹きステート"
0x7100d0bd5f,"BossBirdThunderbolt"
0x7100d0bd73,"DemoBattleStart"
0x7100d0bd83,"開始デモ"
0x7100d0bd90,"SwitchStartDemoStartOn"
0x7100d0bda7,"DemoBattleStart0"
0x7100d0bdb8,"IsAppearAtFirst"
0x7100d0bdc8,"SwitchStartBreakSignLv2"
0x7100d0bde0,"IsFixPlayerFront"
0x7100d0bdf1,"StopFrameMax"
0x7100d0bdfe,"Explosion"
0x7100d0be08,"TowerAttack"
0x7100d0be14,"StopCoverd"
0x7100d0be1f,"Revival"
0x7100d0be27,"AppearEnd"
0x7100d0be31,"Walk"
0x7100d0be36,"EnemySpawner"
0x7100d0be43,"Shoot"
0x7100d0be49,"MovePoison"
0x7100d0be54,"ヘイホー追いかけState"
0x7100d0be72,"IsForceCubeMapOnChildren"
0x7100d0be8b,"SwitchWait"
0x7100d0be96,"ItemOffset_%d"
0x7100d0bea4,"Ripple2"
0x7100d0beac,"Ripple5"
0x7100d0beb4,"CheckPoint"
0x7100d0bebf,"PackunFireFireBall"
0x7100d0bed2,"プレイヤーヒット"
0x7100d0beeb,"Root"
0x7100d0bef0,"PackunTrace"
0x7100d0befc,"AttackTrap"
0x7100d0bf07,"MoveSurfaceStart"
0x7100d0bf18,"UkiboBlowDown"
0x7100d0bf26,"無敵ツルハシ"
0x7100d0bf39,"InvalidateDepth"
0x7100d0bf49,"PageEnd"
0x7100d0bf51,"TxtIconB"
0x7100d0bf5a,"OutsideHoldStartPG"
0x7100d0bf6d,"StarDemo"
0x7100d0bf76,"PgBonusPage"
0x7100d0bf82,"CourseInfoGoalDemo"
0x7100d0bf95,"GoalItemGet"
0x7100d0bfa1,"ItemDemo%d"
0x7100d0bfac,"1UP"
0x7100d0bfb0,"GuideBalloon"
0x7100d0bfbd,"IconTrickArt_1Player"
0x7100d0bfd2,"TV"
0x7100d0bfd5,"ガイドオブジェ"
0x7100d0bfeb,"GuidePauseParts"
0x7100d0bffb,"img_kinopiokun"
0x7100d0c00a,"PopScoreNumber"
0x7100d0c019,"S3BonusNoDLC"
0x7100d0c026,"open"
0x7100d0c02b,"Truck2"
0x7100d0c032,"SubjectiveGuideB_2PShareMode"
0x7100d0c04f,"StaffRollJob"
0x7100d0c05c,"カウンターコレクトアイテム"
0x7100d0c084,"PointerColor"
0x7100d0c091,"WindowCameraChange_Horizontal"
0x7100d0c0af,"EnemyBattleStage"
0x7100d0c0c0,"MoveTime"
0x7100d0c0c9,"sendMsgNextBlock"
0x7100d0c0da,"BlockChoiceBig"
0x7100d0c0e9,"ReactionTouch"
0x7100d0c0f7,"Candlestand"
0x7100d0c103,"AppearBright"
0x7100d0c110,"SwitchPullOn"
0x7100d0c11d,"ChikaChikaBoomerangSliderA"
0x7100d0c138,"DisappearSign"
0x7100d0c146,"SwitchEnd"
0x7100d0c150,"水面通過"
0x7100d0c15d,"AmiiboHeadCatch"
0x7100d0c16d,"default"
0x7100d0c175,"EffectObjLongExpressSmoke"
